total_pop,PLACEFP,white_pop,native_pop,pi_pop,black_pop,asian_pop,hispanic_pop,unknown_pop,poc_pop,white_pop_pct,native_pop_pct,pi_pop_pct,black_pop_pct,asian_pop_pct,hispanic_pop_pct,unknown_pop_pct,poc_pop_pct
4586.0,08338,1186.0,0.0,0.0,126.0,2029.0,987.0,258.0,3400.0,,,,,0.44243349324029657,,,0.7413868294810292
1378.0,08478,941.0,0.0,0.0,9.0,0.0,320.0,108.0,437.0,0.6828737300435413,,,,,,,
0.0,08506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
4398.0,08530,2595.0,112.0,0.0,0.0,161.0,1158.0,372.0,1803.0,0.5900409276944065,,,,,,,0.4099590723055935
3504.0,08680,2768.0,5.0,7.0,19.0,70.0,436.0,199.0,736.0,0.7899543378995434,,,,,0.12442922374429223,,0.2100456621004566
0.0,08716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
20.0,08744,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
5074.0,08758,3343.0,0.0,7.0,48.0,81.0,1325.0,270.0,1731.0,0.6588490342924714,,,,,0.2611351990540008,,0.34115096570752856
82871.0,08786,16610.0,8.0,428.0,1370.0,26635.0,34855.0,2965.0,66261.0,0.2004319967177903,,,0.0165317179713048,0.3214031446464988,0.42059345247432756,0.035778499113079364,0.7995680032822097
493.0,08828,447.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.9066937119675457,,,,,,,
104546.0,08954,56610.0,173.0,60.0,4129.0,12021.0,25017.0,6536.0,47936.0,0.5414841313871406,,,0.03949457655003539,0.11498287835019991,0.23929179499933043,0.06251793468903641,0.4585158686128594
5333.0,08968,1756.0,0.0,0.0,84.0,762.0,2134.0,597.0,3577.0,0.3292705794112132,,,,,0.400150009375586,,0.6707294205887868
30525.0,09066,15665.0,32.0,74.0,311.0,8912.0,3715.0,1816.0,14860.0,0.5131859131859132,,,,0.291957411957412,0.12170352170352171,0.05949221949221949,0.48681408681408683
2668.0,09122,2159.0,146.0,0.0,21.0,10.0,170.0,162.0,509.0,0.8092203898050975,,,,,,,0.19077961019490255
318.0,09150,251.0,67.0,0.0,0.0,0.0,0.0,0.0,67.0,,,,,,,,
713.0,09310,590.0,0.0,16.0,0.0,2.0,54.0,51.0,123.0,0.8274894810659187,,,,,,,
25.0,09318,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
1087.0,09324,898.0,0.0,0.0,0.0,0.0,23.0,166.0,189.0,0.8261269549218031,,,,,,,
1163.0,09332,88.0,0.0,0.0,9.0,0.0,1017.0,49.0,1075.0,,,,,,0.8744625967325881,,0.9243336199484092
1837.0,09346,928.0,0.0,0.0,1.0,98.0,782.0,28.0,909.0,,,,,,0.4256940664126293,,0.49482852476864453
4143.0,09353,502.0,0.0,0.0,0.0,301.0,3266.0,74.0,3641.0,0.12116823557808351,,,,,0.7883176442191648,,0.8788317644219165
1887.0,09360,869.0,0.0,37.0,21.0,5.0,871.0,84.0,1018.0,0.4605193428722841,,,,,0.4615792262851086,,0.539480657127716
22669.0,09598,15834.0,13.0,0.0,589.0,2552.0,2301.0,1380.0,6835.0,0.6984869204640699,,,,0.11257664652168159,0.10150425691472936,0.060876086285235345,0.30151307953593015
38585.0,09710,442.0,19.0,14.0,45.0,392.0,37573.0,100.0,38143.0,,,,,,0.973772191266036,,0.9885447712841778
14414.0,09780,4069.0,120.0,8.0,3387.0,282.0,5715.0,833.0,10345.0,0.2822949909809907,,,0.2349798806715693,,0.3964895240738171,,0.7177050090190092
